stem,arm,cr,tse,tdp,ms
ore_ont_6923,os,1455,6853,2,22
ore_ont_6923,both,1455,6853,2,17
ore_ont_6934,off,1734,745,1430,11
ore_ont_6934,eo,1734,745,1430,11
ore_ont_6934,os,1734,745,1430,11
ore_ont_6934,both,1734,745,1430,11
ore_ont_6939,off,1832,10454,0,5
ore_ont_6939,eo,1832,10454,0,5
ore_ont_6939,os,1832,10454,0,5
ore_ont_6939,both,1832,10454,0,5
ore_ont_6948,off,560340,413179,2,4964
ore_ont_6948,eo,560340,413179,2,4989
ore_ont_6948,os,560340,413179,2,5002
ore_ont_6948,both,560340,413179,2,5102
ore_ont_6951,off,28859,1211,28148,62
ore_ont_6951,eo,28859,1211,28148,62
ore_ont_6951,os,28859,1211,28148,62
ore_ont_6951,both,28859,1211,28148,63
ore_ont_6952,off,116576,233684,693,738
ore_ont_6952,eo,116576,233684,693,736
ore_ont_6952,os,116576,233684,693,737
ore_ont_6952,both,116576,233684,693,739
ore_ont_6967,off,1553,1292,722,4
ore_ont_6967,eo,1553,1292,722,3
ore_ont_6967,os,1553,1292,722,4
ore_ont_6967,both,1553,1292,722,4
ore_ont_6981,off,335,704,1,1
ore_ont_6981,eo,335,704,1,1
ore_ont_6981,os,335,704,1,0
ore_ont_6981,both,335,704,1,1
ore_ont_6983,off,439,2261,13,2
ore_ont_6983,eo,439,2261,13,3
ore_ont_6983,os,439,2261,13,2
ore_ont_6983,both,439,2261,13,3
ore_ont_6999,off,189,88,0,2
ore_ont_6999,eo,189,88,0,1
ore_ont_6999,os,189,88,0,2
ore_ont_6999,both,189,88,0,1
ore_ont_699,off,10238,120497,81,63
ore_ont_699,eo,10238,120497,81,61
ore_ont_699,os,10238,120497,81,64
ore_ont_699,both,10238,120497,81,61
ore_ont_7003,off,0,84,0,0
ore_ont_7003,eo,0,84,0,0
ore_ont_7003,os,0,84,0,0
ore_ont_7003,both,0,84,0,0
ore_ont_7007,off,10275,953,9717,23
ore_ont_7007,eo,10275,953,9717,33
ore_ont_7007,os,10275,953,9717,22
ore_ont_7007,both,10275,953,9717,22
ore_ont_7011,off,485,845,45,2
ore_ont_7011,eo,485,845,45,1
ore_ont_7011,os,485,845,45,2
ore_ont_7011,both,485,845,45,1
ore_ont_7014,off,4603,25888,63,18
ore_ont_7014,eo,4603,25888,63,18
ore_ont_7014,os,4603,25888,63,18
ore_ont_7014,both,4603,25888,63,18
ore_ont_7015,off,2541,13314,0,18
ore_ont_7015,eo,2541,13314,0,17
ore_ont_7015,os,2541,13314,0,17
ore_ont_7015,both,2541,13314,0,17
ore_ont_7025,off,4603,25888,63,18
ore_ont_7025,eo,4603,25888,63,18
ore_ont_7025,os,4603,25888,63,18
ore_ont_7025,both,4603,25888,63,18
ore_ont_703,off,560,3490,4,2
ore_ont_703,eo,560,3490,4,2
ore_ont_703,os,560,3490,4,1
ore_ont_703,both,560,3490,4,2
ore_ont_7052,off,59049,2029,57998,119
ore_ont_7052,eo,59049,2029,57998,115
ore_ont_7052,os,59049,2029,57998,119
ore_ont_7052,both,59049,2029,57998,116
ore_ont_7073,off,0,97,0,0
ore_ont_7073,eo,0,97,0,0
ore_ont_7073,os,0,97,0,0
ore_ont_7073,both,0,97,0,0
ore_ont_7079,off,4638,26355,63,18
ore_ont_7079,eo,4638,26355,63,18
ore_ont_7079,os,4638,26355,63,18
ore_ont_7079,both,4638,26355,63,18
ore_ont_7084,off,4043,20901,60,51
ore_ont_7084,eo,4043,20901,60,55
ore_ont_7084,os,4043,20901,60,47
ore_ont_7084,both,4043,20901,60,51
ore_ont_7102,off,3985,20464,58,50
ore_ont_7102,eo,3985,20464,58,47
ore_ont_7102,os,3985,20464,58,47
ore_ont_7102,both,3985,20464,58,50
ore_ont_7108,off,3224,17206,67,12
ore_ont_7108,eo,3224,17206,67,12
ore_ont_7108,os,3224,17206,67,12
ore_ont_7108,both,3224,17206,67,12
ore_ont_7111,off,79862,278011,0,242
ore_ont_7111,eo,79862,278011,0,245
ore_ont_7111,os,79862,278011,0,245
ore_ont_7111,both,79862,278011,0,244
ore_ont_7120,off,3038,6077,0,8
ore_ont_7120,eo,3038,6077,0,8
ore_ont_7120,os,3038,6077,0,8
ore_ont_7120,both,3038,6077,0,8
ore_ont_7127,off,130819,1041248,6,753
ore_ont_7127,eo,130819,1041248,6,755
ore_ont_7127,os,130819,1041248,6,758
ore_ont_7127,both,130819,1041248,6,753
ore_ont_714,off,61,137,5,0
ore_ont_714,eo,61,137,5,0
ore_ont_714,os,61,137,5,0
ore_ont_714,both,61,137,5,0
ore_ont_7169,off,1267,7429,0,6
ore_ont_7169,eo,1267,7429,0,4
ore_ont_7169,os,1267,7429,0,5
ore_ont_7169,both,1267,7429,0,4
ore_ont_7174,off,19438,85713,61,78
ore_ont_7174,eo,19438,85713,61,78
ore_ont_7174,os,19438,85713,61,78
ore_ont_7174,both,19438,85713,61,79
ore_ont_7178,off,16004,30731,0,101
ore_ont_7178,eo,16004,30731,0,101
ore_ont_7178,os,16004,30731,0,102
ore_ont_7178,both,16004,30731,0,101
ore_ont_7179,off,207,339,69,1
ore_ont_7179,eo,207,339,69,2
ore_ont_7179,os,207,339,69,2
ore_ont_7179,both,207,339,69,2
ore_ont_7180,off,3228,15607,0,15
ore_ont_7180,eo,3228,15607,0,15
ore_ont_7180,os,3228,15607,0,15
ore_ont_7180,both,3228,15607,0,15
ore_ont_7188,off,3801,13083,1,13
ore_ont_7188,eo,3801,13083,1,13
ore_ont_7188,os,3801,13083,1,13
ore_ont_7188,both,3801,13083,1,13
ore_ont_7192,off,258756,117115,5,5769
ore_ont_7192,eo,258756,117115,5,5768
ore_ont_7192,os,258756,117115,5,5748
ore_ont_7192,both,258756,117115,5,5747
ore_ont_7195,off,5310,23827,1,24
ore_ont_7195,eo,5310,23827,1,24
ore_ont_7195,os,5310,23827,1,24
ore_ont_7195,both,5310,23827,1,24
ore_ont_7203,off,8930,32872,2,32
ore_ont_7203,eo,8930,32872,2,32
ore_ont_7203,os,8930,32872,2,33
ore_ont_7203,both,8930,32872,2,32
ore_ont_7204,off,36867,124267,691,167
ore_ont_7204,eo,36867,124267,691,164
ore_ont_7204,os,36867,124267,691,166
ore_ont_7204,both,36867,124267,691,165
ore_ont_7216,off,1252,2815,0,3
ore_ont_7216,eo,1252,2815,0,5
ore_ont_7216,os,1252,2815,0,3
ore_ont_7216,both,1252,2815,0,3
ore_ont_7218,off,10042,15540,0,18
ore_ont_7218,eo,10042,15540,0,18
ore_ont_7218,os,10042,15540,0,18
ore_ont_7218,both,10042,15540,0,18
ore_ont_7220,off,1175,5824,0,5
ore_ont_7220,eo,1175,5824,0,5
ore_ont_7220,os,1175,5824,0,5
ore_ont_7220,both,1175,5824,0,4
ore_ont_7226,off,187,784,0,15
ore_ont_7226,eo,187,784,0,15
ore_ont_7226,os,187,784,0,15
ore_ont_7226,both,187,784,0,15
ore_ont_7234,off,19198,85228,61,48
ore_ont_7234,eo,19198,85228,61,48
ore_ont_7234,os,19198,85228,61,48
ore_ont_7234,both,19198,85228,61,48
ore_ont_7237,off,4603,25888,63,18
ore_ont_7237,eo,4603,25888,63,18
ore_ont_7237,os,4603,25888,63,18
ore_ont_7237,both,4603,25888,63,18
ore_ont_7246,off,415424,501575,1,1591
ore_ont_7246,eo,415424,501575,1,1601
ore_ont_7246,os,415424,501575,1,1599
ore_ont_7246,both,415424,501575,1,1591
ore_ont_7251,off,8410,21512,0,37
ore_ont_7251,eo,8410,21512,0,37
ore_ont_7251,os,8410,21512,0,38
ore_ont_7251,both,8410,21512,0,37
ore_ont_7256,off,37681,37836,0,186
ore_ont_7256,eo,37681,37836,0,185
ore_ont_7256,os,37681,37836,0,187
ore_ont_7256,both,37681,37836,0,186
ore_ont_725,off,2433,10416,0,7
ore_ont_725,eo,2433,10416,0,10
ore_ont_725,os,2433,10416,0,6
ore_ont_725,both,2433,10416,0,6
ore_ont_7270,off,65,243,0,0
ore_ont_7270,eo,65,243,0,0
ore_ont_7270,os,65,243,0,0
ore_ont_7270,both,65,243,0,0
ore_ont_7275,off,12116,25199,2,29
ore_ont_7275,eo,12116,25199,2,29
ore_ont_7275,os,12116,25199,2,29
ore_ont_7275,both,12116,25199,2,29
ore_ont_7278,off,175,509,12,2
ore_ont_7278,eo,175,509,12,2
ore_ont_7278,os,175,509,12,2
ore_ont_7278,both,175,509,12,2
ore_ont_727,off,1684,15233,0,6
ore_ont_727,eo,1684,15233,0,6
ore_ont_727,os,1684,15233,0,6
ore_ont_727,both,1684,15233,0,6
ore_ont_7300,off,48148,106406,0,216
ore_ont_7300,eo,48148,106406,0,215
ore_ont_7300,os,48148,106406,0,218
ore_ont_7300,both,48148,106406,0,217
ore_ont_7320,off,4589,25844,63,19
ore_ont_7320,eo,4589,25844,63,18
ore_ont_7320,os,4589,25844,63,18
ore_ont_7320,both,4589,25844,63,18
ore_ont_7327,off,1347,6944,32,5
ore_ont_7327,eo,1347,6944,32,6
ore_ont_7327,os,1347,6944,32,5
ore_ont_7327,both,1347,6944,32,6
ore_ont_7339,off,221,127,66,2
ore_ont_7339,eo,221,127,66,1
ore_ont_7339,os,221,127,66,1
ore_ont_7339,both,221,127,66,1
ore_ont_7340,off,228744,239307,0,1188
ore_ont_7340,eo,228744,239307,0,1176
ore_ont_7340,os,228744,239307,0,1171
ore_ont_7340,both,228744,239307,0,1179
ore_ont_7342,off,733,334,605,2
ore_ont_7342,eo,733,334,605,2
ore_ont_7342,os,733,334,605,2
ore_ont_7342,both,733,334,605,2
ore_ont_7343,off,157488,19516,0,386
ore_ont_7343,eo,157488,19516,0,383
ore_ont_7343,os,157488,19516,0,385
ore_ont_7343,both,157488,19516,0,385
ore_ont_7345,off,2064,4149,0,598
ore_ont_7345,eo,2064,4149,0,556
ore_ont_7345,os,2064,4149,0,596
ore_ont_7345,both,2064,4149,0,532
ore_ont_7356,off,10918,9592,2,23
ore_ont_7356,eo,10918,9592,2,23
ore_ont_7356,os,10918,9592,2,23
ore_ont_7356,both,10918,9592,2,23
ore_ont_7361,off,45497,142495,0,190
ore_ont_7361,eo,45497,142495,0,189
ore_ont_7361,os,45497,142495,0,190
ore_ont_7361,both,45497,142495,0,192
ore_ont_7364,off,2486,10663,0,5
ore_ont_7364,eo,2486,10663,0,5
ore_ont_7364,os,2486,10663,0,5
ore_ont_7364,both,2486,10663,0,5
ore_ont_7370,off,252124,498464,5,1362
ore_ont_7370,eo,252124,498464,5,1370
ore_ont_7370,os,252124,498464,5,1368
ore_ont_7370,both,252124,498464,5,1369
ore_ont_7372,off,2235,7454,0,13
ore_ont_7372,eo,2235,7454,0,13
ore_ont_7372,os,2235,7454,0,13
ore_ont_7372,both,2235,7454,0,13
ore_ont_7373,off,521,2377,0,2
ore_ont_7373,eo,521,2377,0,2
ore_ont_7373,os,521,2377,0,2
ore_ont_7373,both,521,2377,0,2
ore_ont_7389,off,973,1553,0,71
ore_ont_7389,eo,973,1553,0,71
ore_ont_7389,os,973,1553,0,71
ore_ont_7389,both,973,1553,0,71
ore_ont_7394,off,249,437,249,1
ore_ont_7394,eo,249,437,249,1
ore_ont_7394,os,249,437,249,1
ore_ont_7394,both,249,437,249,1
ore_ont_7399,off,3975,20174,57,49
ore_ont_7399,eo,3975,20174,57,50
ore_ont_7399,os,3975,20174,57,50
ore_ont_7399,both,3975,20174,57,46
ore_ont_7401,off,23795,67106,0,161
ore_ont_7401,eo,23795,67106,0,162
ore_ont_7401,os,23795,67106,0,163
ore_ont_7401,both,23795,67106,0,163
ore_ont_7409,off,219866,692400,5,1141
ore_ont_7409,eo,219866,692400,5,1134
ore_ont_7409,os,219866,692400,5,1158
ore_ont_7409,both,219866,692400,5,1130
ore_ont_7416,off,34737,212730,3,293
ore_ont_7416,eo,34737,212730,3,292
ore_ont_7416,os,34737,212730,3,294
ore_ont_7416,both,34737,212730,3,292
ore_ont_7417,off,132,435,0,0
ore_ont_7417,eo,132,435,0,1
ore_ont_7417,os,132,435,0,1
ore_ont_7417,both,132,435,0,1
ore_ont_7418,off,0,183,0,0
ore_ont_7418,eo,0,183,0,0
ore_ont_7418,os,0,183,0,0
ore_ont_7418,both,0,183,0,1
ore_ont_7439,off,12347,26543,0,30
ore_ont_7439,eo,12347,26543,0,30
ore_ont_7439,os,12347,26543,0,30
ore_ont_7439,both,12347,26543,0,30
ore_ont_7455,off,61085,214336,7,220
ore_ont_7455,eo,61085,214336,7,220
ore_ont_7455,os,61085,214336,7,220
ore_ont_7455,both,61085,214336,7,221
ore_ont_7464,off,67,96,1,0
ore_ont_7464,eo,67,96,1,0
ore_ont_7464,os,67,96,1,0
ore_ont_7464,both,67,96,1,0
ore_ont_7474,off,3980,20446,58,49
ore_ont_7474,eo,3980,20446,58,50
ore_ont_7474,os,3980,20446,58,46
ore_ont_7474,both,3980,20446,58,50
ore_ont_7479,off,4473,22949,62,18
ore_ont_7479,eo,4473,22949,62,17
ore_ont_7479,os,4473,22949,62,18
ore_ont_7479,both,4473,22949,62,18
ore_ont_7482,off,115,148,53,0
ore_ont_7482,eo,115,148,53,0
ore_ont_7482,os,115,148,53,0
ore_ont_7482,both,115,148,53,0
ore_ont_7483,off,2260,6720,0,7
ore_ont_7483,eo,2260,6720,0,7
ore_ont_7483,os,2260,6720,0,7
ore_ont_7483,both,2260,6720,0,7
ore_ont_7488,off,2282,10451,23,18
ore_ont_7488,eo,2282,10451,23,17
ore_ont_7488,os,2282,10451,23,18
ore_ont_7488,both,2282,10451,23,18
ore_ont_7493,off,38639,640548,0,255
ore_ont_7493,eo,38639,640548,0,251
ore_ont_7493,os,38639,640548,0,250
ore_ont_7493,both,38639,640548,0,253
ore_ont_7496,off,43106,267421,5,520
ore_ont_7496,eo,43106,267421,5,517
ore_ont_7496,os,43106,267421,5,517
ore_ont_7496,both,43106,267421,5,516
ore_ont_7499,off,12179,32061,0,27
ore_ont_7499,eo,12179,32061,0,27
ore_ont_7499,os,12179,32061,0,28
ore_ont_7499,both,12179,32061,0,28
ore_ont_7507,off,463672,549526,1,1832
ore_ont_7507,eo,463672,549526,1,1837
ore_ont_7507,os,463672,549526,1,1827
ore_ont_7507,both,463672,549526,1,1817
ore_ont_7517,off,126,207,0,0
ore_ont_7517,eo,126,207,0,0
ore_ont_7517,os,126,207,0,1
ore_ont_7517,both,126,207,0,0
ore_ont_751,off,68463,434749,8,997
ore_ont_751,eo,68463,434749,8,998
ore_ont_751,os,68463,434749,8,987
ore_ont_751,both,68463,434749,8,999
ore_ont_7525,off,230,310,71,1
ore_ont_7525,eo,230,310,71,1
ore_ont_7525,os,230,310,71,0
ore_ont_7525,both,230,310,71,0
ore_ont_7532,off,2675,12319,105,8
ore_ont_7532,eo,2675,12319,105,8
ore_ont_7532,os,2675,12319,105,8
ore_ont_7532,both,2675,12319,105,8
ore_ont_7536,off,21721,19990,0,79
ore_ont_7536,eo,21721,19990,0,76
ore_ont_7536,os,21721,19990,0,77
ore_ont_7536,both,21721,19990,0,76
ore_ont_7537,off,4603,25888,63,18
ore_ont_7537,eo,4603,25888,63,18
ore_ont_7537,os,4603,25888,63,18
ore_ont_7537,both,4603,25888,63,18
ore_ont_7540,off,54710,109431,0,300
ore_ont_7540,eo,54710,109431,0,301
ore_ont_7540,os,54710,109431,0,302
ore_ont_7540,both,54710,109431,0,301
ore_ont_7557,off,26489,79602,5,571
ore_ont_7557,eo,26489,79602,5,554
ore_ont_7557,os,26489,79602,5,555
ore_ont_7557,both,26489,79602,5,558
ore_ont_7567,off,175366,386306,5,789
ore_ont_7567,eo,175366,386306,5,793
ore_ont_7567,os,175366,386306,5,792
ore_ont_7567,both,175366,386306,5,790
ore_ont_7569,off,4634,26081,63,18
ore_ont_7569,eo,4634,26081,63,18
ore_ont_7569,os,4634,26081,63,19
ore_ont_7569,both,4634,26081,63,19
ore_ont_7576,off,422,1426,0,1
ore_ont_7576,eo,422,1426,0,1
ore_ont_7576,os,422,1426,0,1
ore_ont_7576,both,422,1426,0,2
ore_ont_7578,off,69314,722433,2,1633
ore_ont_7578,eo,69314,722433,2,1629
ore_ont_7578,os,69314,722433,2,1639
ore_ont_7578,both,69314,722433,2,1638
ore_ont_7581,off,185578,1319900,6,1174
ore_ont_7581,eo,185578,1319900,6,1175
ore_ont_7581,os,185578,1319900,6,1184
ore_ont_7581,both,185578,1319900,6,1183
ore_ont_7584,off,191,575,6,2
ore_ont_7584,eo,191,575,6,1
ore_ont_7584,os,191,575,6,2
ore_ont_7584,both,191,575,6,1
ore_ont_7607,off,9515,20681,0,3004
ore_ont_7607,eo,9515,20681,0,2062
ore_ont_7607,os,9515,20681,0,2920
ore_ont_7607,both,9515,20681,0,2071
ore_ont_7608,off,15078,44945,0,99
ore_ont_7608,eo,15078,44945,0,98
ore_ont_7608,os,15078,44945,0,99
ore_ont_7608,both,15078,44945,0,98
ore_ont_7610,off,2641,1113,2085,18
ore_ont_7610,eo,2641,1113,2085,16
ore_ont_7610,os,2641,1113,2085,18
ore_ont_7610,both,2641,1113,2085,16
ore_ont_762,off,222503,531087,695,1165
ore_ont_762,eo,222503,531087,695,1164
ore_ont_762,os,222503,531087,695,1170
ore_ont_762,both,222503,531087,695,1161
ore_ont_7639,off,31,21,20,0
ore_ont_7639,eo,31,21,20,0
ore_ont_7639,os,31,21,20,0
ore_ont_7639,both,31,21,20,0
ore_ont_7646,off,1282400,1587767,291,8861
ore_ont_7646,eo,1282400,1587767,291,8799
ore_ont_7646,os,1282400,1587767,291,8784
ore_ont_7646,both,1282400,1587767,291,8826
ore_ont_7663,off,297,1184,0,1
ore_ont_7663,eo,297,1184,0,1
ore_ont_7663,os,297,1184,0,2
ore_ont_7663,both,297,1184,0,1
ore_ont_7668,off,213,91,1,1
ore_ont_7668,eo,213,91,1,1
ore_ont_7668,os,213,91,1,1
ore_ont_7668,both,213,91,1,1
ore_ont_766,off,732,6437,0,4
ore_ont_766,eo,732,6437,0,4
ore_ont_766,os,732,6437,0,4
ore_ont_766,both,732,6437,0,4
ore_ont_7680,off,3613,14490,6,13
ore_ont_7680,eo,3613,14490,6,13
ore_ont_7680,os,3613,14490,6,13
ore_ont_7680,both,3613,14490,6,13
ore_ont_7706,off,18565,54613,60,87
ore_ont_7706,eo,18565,54613,60,84
ore_ont_7706,os,18565,54613,60,84
ore_ont_7706,both,18565,54613,60,84
ore_ont_770,off,4603,25888,63,18
ore_ont_770,eo,4603,25888,63,18
ore_ont_770,os,4603,25888,63,18
ore_ont_770,both,4603,25888,63,18
ore_ont_7712,off,20421,66690,39,50
ore_ont_7712,eo,20421,66690,39,50
ore_ont_7712,os,20421,66690,39,50
ore_ont_7712,both,20421,66690,39,50
ore_ont_7716,off,25634,52297,0,81
ore_ont_7716,eo,25634,52297,0,80
ore_ont_7716,os,25634,52297,0,81
ore_ont_7716,both,25634,52297,0,81
ore_ont_7726,off,13494,59225,2,38
ore_ont_7726,eo,13494,59225,2,37
ore_ont_7726,os,13494,59225,2,37
ore_ont_7726,both,13494,59225,2,37
ore_ont_7728,off,142154,280634,5,626
ore_ont_7728,eo,142154,280634,5,636
ore_ont_7728,os,142154,280634,5,633
ore_ont_7728,both,142154,280634,5,633
ore_ont_7729,off,325542,995547,5,1973
ore_ont_7729,eo,325542,995547,5,1968
ore_ont_7729,os,325542,995547,5,1978
ore_ont_7729,both,325542,995547,5,1986
ore_ont_7730,off,164,287,19,1
ore_ont_7730,eo,164,287,19,1
ore_ont_7730,os,164,287,19,1
ore_ont_7730,both,164,287,19,0
ore_ont_773,off,9243,25320,0,241
ore_ont_773,eo,9243,25320,0,243
ore_ont_773,os,9243,25320,0,240
ore_ont_773,both,9243,25320,0,242
ore_ont_7743,off,3300,12263,60,13
ore_ont_7743,eo,3300,12263,60,13
ore_ont_7743,os,3300,12263,60,13
ore_ont_7743,both,3300,12263,60,13
ore_ont_7758,off,3980,20450,58,50
ore_ont_7758,eo,3980,20450,58,47
ore_ont_7758,os,3980,20450,58,50
ore_ont_7758,both,3980,20450,58,50
ore_ont_7775,off,2894,5158,17,9
ore_ont_7775,eo,2894,5158,17,9
ore_ont_7775,os,2894,5158,17,9
ore_ont_7775,both,2894,5158,17,9
ore_ont_7776,off,2449,17297,0,8
ore_ont_7776,eo,2449,17297,0,8
ore_ont_7776,os,2449,17297,0,8
ore_ont_7776,both,2449,17297,0,8
ore_ont_7778,off,2185,9312,0,8
ore_ont_7778,eo,2185,9312,0,8
ore_ont_7778,os,2185,9312,0,9
ore_ont_7778,both,2185,9312,0,8
ore_ont_7789,off,72,221,8,0
ore_ont_7789,eo,72,221,8,1
ore_ont_7789,os,72,221,8,1
ore_ont_7789,both,72,221,8,1
ore_ont_778,off,287,595,47,1
ore_ont_778,eo,287,595,47,1
ore_ont_778,os,287,595,47,1
ore_ont_778,both,287,595,47,1
ore_ont_7800,off,48,36,0,0
ore_ont_7800,eo,48,36,0,0
ore_ont_7800,os,48,36,0,0
ore_ont_7800,both,48,36,0,0
ore_ont_7803,off,38055,223374,3,318
ore_ont_7803,eo,38055,223374,3,317
ore_ont_7803,os,38055,223374,3,316
ore_ont_7803,both,38055,223374,3,317
ore_ont_7817,off,3073,16364,68,11
ore_ont_7817,eo,3073,16364,68,11
ore_ont_7817,os,3073,16364,68,11
ore_ont_7817,both,3073,16364,68,11
ore_ont_7818,off,2122,1301,1710,11
ore_ont_7818,eo,2122,1301,1710,12
ore_ont_7818,os,2122,1301,1710,11
ore_ont_7818,both,2122,1301,1710,12
ore_ont_7820,off,150,121,87,1
ore_ont_7820,eo,150,121,87,0
ore_ont_7820,os,150,121,87,1
ore_ont_7820,both,150,121,87,1
ore_ont_7823,off,14547,14548,0,47
ore_ont_7823,eo,14547,14548,0,47
ore_ont_7823,os,14547,14548,0,48
ore_ont_7823,both,14547,14548,0,47
ore_ont_7828,off,989,5640,3,5
ore_ont_7828,eo,989,5640,3,6
ore_ont_7828,os,989,5640,3,5
ore_ont_7828,both,989,5640,3,6
ore_ont_7831,off,26527,20569,0,86
ore_ont_7831,eo,26527,20569,0,85
ore_ont_7831,os,26527,20569,0,86
ore_ont_7831,both,26527,20569,0,86
ore_ont_7833,off,1882,1583,0,5
ore_ont_7833,eo,1882,1583,0,5
ore_ont_7833,os,1882,1583,0,5
ore_ont_7833,both,1882,1583,0,5
ore_ont_7839,off,22,40,6,0
ore_ont_7839,eo,22,40,6,0
ore_ont_7839,os,22,40,6,0
ore_ont_7839,both,22,40,6,0
ore_ont_7858,off,8339,8365,0,41
ore_ont_7858,eo,8339,8365,0,41
ore_ont_7858,os,8339,8365,0,42
ore_ont_7858,both,8339,8365,0,41
ore_ont_7868,off,134619,1050856,8,841
ore_ont_7868,eo,134619,1050856,8,844
ore_ont_7868,os,134619,1050856,8,841
ore_ont_7868,both,134619,1050856,8,849
ore_ont_786,off,18128,40410,0,44
ore_ont_786,eo,18128,40410,0,44
ore_ont_786,os,18128,40410,0,44
ore_ont_786,both,18128,40410,0,45
ore_ont_7877,off,1252,789,574,3
ore_ont_7877,eo,1252,789,574,3
ore_ont_7877,os,1252,789,574,3
ore_ont_7877,both,1252,789,574,3
ore_ont_7890,off,298,1952,0,2
ore_ont_7890,eo,298,1952,0,2
ore_ont_7890,os,298,1952,0,1
ore_ont_7890,both,298,1952,0,2
ore_ont_7893,off,1396,936,574,2
ore_ont_7893,eo,1396,936,574,2
ore_ont_7893,os,1396,936,574,3
ore_ont_7893,both,1396,936,574,3
ore_ont_7894,off,368,1519,0,2
ore_ont_7894,eo,368,1519,0,1
ore_ont_7894,os,368,1519,0,2
ore_ont_7894,both,368,1519,0,2
ore_ont_7901,off,297,509,171,1
ore_ont_7901,eo,297,509,171,1
ore_ont_7901,os,297,509,171,1
ore_ont_7901,both,297,509,171,1
ore_ont_7908,off,248553,479416,5,1424
ore_ont_7908,eo,248553,479416,5,1392
ore_ont_7908,os,248553,479416,5,1391
ore_ont_7908,both,248553,479416,5,1398
ore_ont_7914,off,38133,159208,264,334
ore_ont_7914,eo,38133,159208,264,338
ore_ont_7914,os,38133,159208,264,340
ore_ont_7914,both,38133,159208,264,338
ore_ont_7926,off,14869,29746,0,52
ore_ont_7926,eo,14869,29746,0,54
ore_ont_7926,os,14869,29746,0,52
ore_ont_7926,both,14869,29746,0,52
ore_ont_7938,off,2321,10018,0,7
ore_ont_7938,eo,2321,10018,0,6
ore_ont_7938,os,2321,10018,0,6
ore_ont_7938,both,2321,10018,0,6
ore_ont_7944,off,4616,25964,63,18
ore_ont_7944,eo,4616,25964,63,18
ore_ont_7944,os,4616,25964,63,18
ore_ont_7944,both,4616,25964,63,18
ore_ont_7956,off,82181,536404,6,360
ore_ont_7956,eo,82181,536404,6,359
ore_ont_7956,os,82181,536404,6,360
ore_ont_7956,both,82181,536404,6,362
ore_ont_795,off,98464,554118,2,524
ore_ont_795,eo,98464,554118,2,523
ore_ont_795,os,98464,554118,2,523
ore_ont_795,both,98464,554118,2,522
ore_ont_7962,off,92,114,2,1
ore_ont_7962,eo,92,114,2,1
ore_ont_7962,os,92,114,2,1
ore_ont_7962,both,92,114,2,0
ore_ont_7969,off,98,575,0,0
ore_ont_7969,eo,98,575,0,0
ore_ont_7969,os,98,575,0,0
ore_ont_7969,both,98,575,0,0
ore_ont_7988,off,743,277,560,4
ore_ont_7988,eo,743,277,560,4
ore_ont_7988,os,743,277,560,4
ore_ont_7988,both,743,277,560,4
ore_ont_7993,off,78497,20167,0,607
ore_ont_7993,eo,78497,20167,0,607
ore_ont_7993,os,78497,20167,0,598
ore_ont_7993,both,78497,20167,0,599
ore_ont_7995,off,504,461,0,1
ore_ont_7995,eo,504,461,0,1
ore_ont_7995,os,504,461,0,1
ore_ont_7995,both,504,461,0,1
ore_ont_8006,off,1260,6380,31,5
ore_ont_8006,eo,1260,6380,31,5
ore_ont_8006,os,1260,6380,31,5
ore_ont_8006,both,1260,6380,31,5
ore_ont_8019,off,1126,6505,33,4
ore_ont_8019,eo,1126,6505,33,6
ore_ont_8019,os,1126,6505,33,6
ore_ont_8019,both,1126,6505,33,5
ore_ont_8021,off,846,1299,0,1
ore_ont_8021,eo,846,1299,0,1
ore_ont_8021,os,846,1299,0,3
ore_ont_8021,both,846,1299,0,3
ore_ont_802,off,1486,7928,0,14
ore_ont_802,eo,1486,7928,0,14
ore_ont_802,os,1486,7928,0,14
ore_ont_802,both,1486,7928,0,14
ore_ont_8030,off,842,4833,26,3
ore_ont_8030,eo,842,4833,26,4
ore_ont_8030,os,842,4833,26,5
ore_ont_8030,both,842,4833,26,4
ore_ont_8042,off,357,286,39,2
ore_ont_8042,eo,357,286,39,1
ore_ont_8042,os,357,286,39,2
ore_ont_8042,both,357,286,39,2
ore_ont_8047,off,0,16,0,0
ore_ont_8047,eo,0,16,0,0
ore_ont_8047,os,0,16,0,0
ore_ont_8047,both,0,16,0,0
ore_ont_8050,off,328,1626,0,2
ore_ont_8050,eo,328,1626,0,2
ore_ont_8050,os,328,1626,0,2
ore_ont_8050,both,328,1626,0,2
ore_ont_8068,off,43100,267417,3,492
ore_ont_8068,eo,43100,267417,3,492
ore_ont_8068,os,43100,267417,3,499
ore_ont_8068,both,43100,267417,3,493
ore_ont_8090,off,4408,48878,0,15
ore_ont_8090,eo,4408,48878,0,15
ore_ont_8090,os,4408,48878,0,15
ore_ont_8090,both,4408,48878,0,15
ore_ont_8094,off,90,162,22,0
ore_ont_8094,eo,90,162,22,0
ore_ont_8094,os,90,162,22,0
ore_ont_8094,both,90,162,22,0
ore_ont_8119,off,153,197,1,1
ore_ont_8119,eo,153,197,1,1
ore_ont_8119,os,153,197,1,0
ore_ont_8119,both,153,197,1,1
ore_ont_8128,off,33,58,0,0
ore_ont_8128,eo,33,58,0,0
ore_ont_8128,os,33,58,0,0
